rank,trend,season,episode,name,start,total_votes,average_rating
85169.00,-,1,599,Shougeki! Nazo no Otoko Vergo no Shoutai!,2013,117,7.4
87947.00,-,1,600,Kodomo-tachi o Mamore! Semaru Master no Ma no Te,2013,117,7.2
86577.00,-,1,601,Shin Sekai Gekishin: Caesar Akumu no Jikken,2013,117,7.3
87858.00,-,1,602,Shijou Saiaku no Satsuriku Heiki! Shinokuni,2013,114,7.3
83264.00,1,1,603,Hangeki Kaishi! Luffy-Law Daidasshutsu,2013,115,7.6
86042.00,-,1,604,Mezase R-tou! Kaizoku Doumei Kaishingeki!,2013,115,7.4
89090.00,-,1,605,Tashigi no Namida: G-5 Kesshi no Toppa Sakusen,2013,118,7.1
86578.00,-,1,606,Uragiri no Chuujou! Kichiku no Vergo,2013,117,7.3
79381.00,-,1,607,Hakunetsu no Gekisen: Luffy VS Caesar,2013,115,7.9
85170.00,-,1,608,Yami no Kuromaku! Doflamingo Ugoku!,2013,117,7.4
85171.00,-,1,609,Luffy Toushi!? Kyoufu no Yukionna Monet!,2013,117,7.4
87948.00,1,1,610,Butsukaru Kobushi! Futari no Chuujou no Tatakai,2013,117,7.2
88466.00,-,1,611,Chiisana Dragon! Momonosuke Arawaru,2013,116,7.2
86043.00,-,1,612,Fubuki no Shitou: Mugiwara no Ichimi Tai Yukionna,2013,115,7.4
72213.00,1,1,613,Ougi Sakuretsu! Zoro Saikyou no Ittou-ryuu!,2013,130,8
82477.00,-,1,614,Tomodachi o Mamoru! Mocha Inochi-gake no Tousou,2013,120,7.5
82823.00,-,1,615,Chahige Hitsuu! Luffy Ikari no Ichigeki,2013,116,7.6
67927.00,1,1,616,Shougeki no Kecchaku! Smoker Tai Vergo!,2013,136,8.2
78583.00,-,1,617,Caesar Gekiha! Saikyou no Grizzly Magnum,2013,123,7.7
84655.00,-,1,618,Shuurai! Dressrosa kara no Shikaku,2013,115,7.5
81574.00,-,1,619,Ooabare! Muteki no Franky Shougun,2013,119,7.6
78978.00,1,1,620,Zettai Zetsumei! Punk Hazard Dai-Bakuhatsu,2013,122,7.7
77715.00,-,1,621,Caesar o Hokaku-seyo - General Canon Sakuretsu,2013,122,7.8
80300.00,-,1,622,Kandou no Saikai! Momonosuke to Kin'emon,2013,122,7.6
82576.00,-,1,623,Sekibetsu no Toki - Punk Hazard Shukkou!,2013,123,7.4
71273.00,4,1,624,G-5 Kaimetsu! Doflamingo Kyuushuu!,2013,136,7.9
73510.00,1,1,625,Kinpaku! Aokiji tai Doflamingo,2013,133,7.8
93412.00,-,1,626,Kieta Caesar! Kaizoku Doumei Shutsugeki,2013,115,6.9
95520.00,-,1,627,Luffy Umi ni Shisu!? Kaizoku Doumei Houkai,2014,114,6.8
98208.00,-,1,628,Daigyakuten! Sakuretsu Luffy Ikari no Tekken,2014,112,6.7
71276.00,-,1,629,Gekishin! Shinsekai Ugokasu Dai News,2014,136,7.9
73385.00,-,1,630,Bouken! Ai to Jounetsu no Kuni Dressrosa,2014,130,7.9
69783.00,-,1,631,Nekkyou Uzumaku: Corrida Colosseum,2014,137,8
76136.00,-,1,632,Kiken na Koi: Odoriko Violet,2014,126,7.8
76137.00,-,1,633,Saikyou no Mumei Senshi! Lucy Toujou,2014,126,7.8
76529.00,-,1,634,Kaizoku Kikoushi Cavendish,2014,125,7.8
74881.00,-,1,635,Unmei no Saikai: Hyena no Bellamy,2014,126,7.9
75229.00,-,1,636,Choushinsei! Hitokui no Bartolomeo,2014,125,7.9
77199.00,-,1,637,Gun'yuu Kakkyo! Hakunetsu no B Block!,2014,120,7.9
74882.00,-,1,638,Ichigeki Hissatsu! Kyoui no King Punch,2014,126,7.9
78972.00,-,1,639,Tougyo Shuurai! Shi no Tekkyou o Toppa Seyo,2014,122,7.7
84295.00,-,1,640,Bouken! Yousei no Shima Green Bit,2014,119,7.4
82487.00,-,1,641,Shirarezaru Sekai Tontatta Oukoku,2014,120,7.5
75165.00,1,1,642,Seiki no Bouryaku: Doflamingo Ugoku,2014,122,8
72523.00,-,1,643,Tenchi Yurugasu! Taishou Fujitora no Jitsuryoku,2014,126,8.1
76893.00,-,1,644,Ikari no Ichigeki! Kyojin vs Lucy,2014,124,7.8
83482.00,-,1,645,Hakai-hou Sakuretsu! Lucy Kikiippatsu,2014,121,7.4
63120.00,1,1,646,Densetsu no Kaizoku - Don Chinjao!,2014,148,8.3
81584.00,-,1,647,Hikari to Kage - Dressrosa ni Hisomu Yami!,2014,119,7.6
80624.00,-,1,648,Shutsugeki - Densetsu no Hero Usoland,2014,118,7.7
69672.00,-,1,649,Gekisen Kecchaku! Lucy VS Chinjao!,2014,134,8.1
78051.00,-,1,650,Luffy to Shukumei no Ken Toushi Rebecca,2014,118,7.9
80577.00,-,1,651,Mamorinuku! Rebecca to Omocha no Heitai,2014,115,7.8
83689.00,-,1,652,Saigo no Chou Gekisen Ku - D Block Kaisen,2014,114,7.6
84156.00,-,1,653,Kessen! Joura vs Mugiwara no Ichimi,2014,113,7.6
77651.00,-,1,654,Yoshiken! Hakuba no Cavendish,2014,119,7.9
68377.00,-,1,655,Dai Kessen! Sanji VS Doflamingo,2014,138,8.1
79324.00,-,1,656,Rebecca no Shi no Ken! Haisui no Kenbu,2014,118,7.8
83690.00,-,1,657,Saikyou no Senshi! Logan vs Rebecca,2014,114,7.6
81994.00,-,1,658,Shougeki! Omocha no Heitai no Shoutai!,2014,112,7.8
77241.00,-,1,659,Senritsu no Kako! Dressrosa no Himitsu,2014,117,8
76420.00,-,1,660,Akumu! Dressrosa Higeki no Ichiya,2014,119,8
64189.00,2,1,661,Shichibukai Taiketsu Law VS Doflamingo,2014,141,8.4
64732.00,1,1,662,Ryouyuu Aimamieru! Mugiwara to Ten Yasha,2014,139,8.4
45219.00,12,1,663,Luffy Kyougaku: Ace no Ishi o Tsugu Otoko,2014,201,8.9
84154.00,-,1,664,SOP Sakusen Kaishi: Usoland Totsugeki,2014,113,7.6
84155.00,-,1,665,Atsuki Omoi - Rebecca vs. Suleiman,2014,113,7.6
81995.00,-,1,666,Shousha Kettei!? D Block Shougeki no Ketsumatsu,2014,112,7.8
79326.00,-,1,667,Taishou no Ketsudan - Fujitora vs. Doflamingo,2014,118,7.8
80576.00,-,1,668,Kesshou Kaishi: Eiyuu Diamante Toujou,2014,115,7.8
80119.00,-,1,669,Ugoku Shiro! Saikou Kanbu Pica Shutsugen,2014,116,7.8
75567.00,-,1,670,Ryuu no Tsume Sakuretsu! Lucy Kyoui no Ichigeki!,2014,121,8
81992.00,-,1,671,Tatou Sugar: Kodomo no Heitai Totsugeki!,2014,112,7.8
81512.00,-,1,672,Saigo no Hikari: Warera ga Taichou no Himitsu!,2014,113,7.8
82438.00,-,1,673,Panku Ningen: Gladius Dai Bakuhatsu!,2014,111,7.8
80575.00,-,1,674,Usotsuki Usoland Tousouchuu!,2014,115,7.8
73250.00,-,1,675,Unmei no Deai: Kyros to Riku Ou,2014,124,8.1
74446.00,1,1,676,Sakusen Shippai! Eiyuu Usoland Shisu!?,2014,124,8
54238.00,4,1,677,Densetsu Fukkatsu! Kyros Konshin no Ichigeki,2015,169,8.6
55978.00,6,1,678,Kaken Sakuretsu! Fukkatsu Meramera no Mi no Chikara,2015,162,8.6
73977.00,-,1,679,Sassou Toujou: Kakumeigun Sanbou Souchou Sabo!,2015,122,8.1
76061.00,-,1,680,Akuma no Wana: Dressrosa Senmetsu Sakusen,2015,117,8.1
78926.00,-,1,681,Go-oku no Otoko: Nerawareta Usoland!,2015,116,7.9
83696.00,-,1,682,Tekijin Toppa: Luffy Zoro Hangeki Kaishi,2015,114,7.6
79837.00,-,1,683,Daichi Meidou: Hakai Kami Kyoudai Pica Kourin,2015,114,7.9
81991.00,-,1,684,Daishuuketsu! Luffy to Kyouaku Senshi Gundan,2015,112,7.8
76816.00,-,1,685,Kaishingeki! Luffy Gundan vs Pica!,2015,118,8
78458.00,-,1,686,Shougeki Kokuhaku! Law Atsuki Tamashii no Chikai!,2015,117,7.9
65959.00,1,1,687,Daigekitotsu! Sanbou Souchou Sabo vs Taishou Fujitora,2015,142,8.2
76028.00,-,1,688,Zettaizetsumei: Wana ni Kakatta Luffy!,2015,123,7.9
76449.00,-,1,689,Daidasshutsu! Luffy Kishikaisei no Elephant Gun,2015,122,7.9
80716.00,-,1,690,Kyoudousensen: Luffy Shouri e no Toppakou,2015,121,7.6
81490.00,-,1,691,Futarime no Samurai: Yuudachi Kanjuurou Toujou,2015,116,7.7
71670.00,1,1,692,Funtou to no Pica: Zoro Ichi Todome no Ichigeki,2015,125,8.2
84170.00,-,1,693,Kobito no Hime: Toraware no Mansherry,2015,116,7.5
85599.00,-,1,694,Fujimi! Kyoufu no Atamawari Ningyou Gundan,2015,116,7.4
75566.00,-,1,695,Inochi Kakete! Luffy wa Shouri no Kirifuda,2015,121,8
73592.00,-,1,696,Namida no Saikai: Rebecca to Kyros,2015,120,8.2
65410.00,2,1,697,Ichigeki Hissatsu: Dressrosa o Sukuu Otoko,2015,137,8.4
50194.00,5,1,698,Ikari Bakuhatsu: Luffy Law Saikyou no Hisaku,2015,179,8.8
64681.00,1,1,699,Kedakaki Ichizoku! Doflamingo no Shoutai!,2015,136,8.5
72033.00,2,1,700,Kyuukyoku no Chikara: Op-Op no Jitsu no Himitsu!,2015,124,8.2
67047.00,4,1,701,Kanashiki Kioku: Shiroi Machi no Shounen Law!,2015,132,8.4
67866.00,2,1,702,Tenryuubito! Doffy no Souzetsu Naru Kako,2015,133,8.3
58062.00,4,1,703,Kunan no Michi: Law to Corazon Inochi no Tabi,2015,151,8.7
63385.00,2,1,704,Toki Sameru! Op-Op no Mi o Ubae!,2015,137,8.6
60565.00,2,1,705,Kakugo no Toki: Corazon Wakare no Egao!,2015,146,8.6
44706.00,11,1,706,Yuke Law: Yasashiki Otoko Saigo no Tatakai!,2015,204,8.9
77682.00,1,1,707,Jiyuu e! Law Injection Shot Sakuretsu,2015,116,8
61716.00,3,1,708,Atsuki Tatakai: Law vs Doflamingo,2015,142,8.6
82895.00,-,1,709,Kanbu Kessen: Hokori Takaki Hajrudin,2015,110,7.8
80783.00,-,1,710,Ai no Kessen: Shintouryou Sai tai Baby 5,2015,109,8
80326.00,-,1,711,Otoko no Iji: Bellamy Saigo no Totsugeki!,2015,110,8
79125.00,1,1,712,Shippuudotou: Hakuba tai Dellinger,2015,110,8.1
75803.00,-,1,713,Baribari: Homage Shinken Hatsudou!,2015,112,8.3
86790.00,-,1,714,Iyashi no Hime: Mansherry o Sukue!,2015,102,7.8
72044.00,1,1,715,Otoko no Kettou: Senor Ai no Banka,2015,121,8.3
76571.00,1,1,716,Shi no Hoshikuzu: Diamante Moukou no Arashi,2015,113,8.2
75367.00,1,1,717,Trueno Bastardo: Kyros Ikari no Ichigeki,2015,113,8.3
76858.00,-,1,718,Daichi Oudan: Kyozou Pica Kishuu Sakusen!,2015,115,8.1
36067.00,17,1,719,Kuuchuu Kessen: Zoro Shin Hissastsu Ougi Sakuretsu!,2015,262,9.1
69523.00,-,1,720,Abayo! Bellamy Wakare no Ichigeki!,2015,125,8.4
69524.00,-,1,721,Law Shisu: Luffy Fundo no Moukougeki!,2015,125,8.4
66704.00,3,1,722,Shuunen no Yaiba: Gyakushuu no Gamma Knife!,2015,130,8.5
47172.00,9,1,723,Haki Gekitotsu: Luffy tai Doflamingo,2015,190,8.9
69872.00,-,1,724,Kougeki Funou: Trebol Shougeki no Himitsu,2015,124,8.4
56977.00,4,1,725,Ikari Bakuhatsu: Ore ga Zenbu Hikiukeru,2016,158,8.6
30035.00,23,1,726,Gear Fourth! Kyoui no Bounce Man!,2016,328,9.2
74470.00,-,1,727,Daigyakushuu! Doflamingo no Kakusei!,2016,118,8.2
54367.00,5,1,728,Luffy! Konshin no Leo Bazooka,2016,161,8.8
73704.00,-,1,729,Kaen Ryuuou: Luffy no Inochi o Mamorinuke,2016,117,8.3
87633.00,-,1,730,Kiseki no Namida: Mansherry no Tatakai!,2016,103,7.7
88320.00,-,1,731,Inochi no Kagiri: Shi no Tori Kago o Tomero!,2016,110,7.4
82122.00,-,1,732,Sei ka Shi ka: Unmei no Countdown,2016,109,7.9
47660.00,5,1,733,Ten o Utsu: Luffy Ikari no King Kong Gun,2016,192,8.8
85125.00,-,1,734,Jiyuu e! Yorokobi no Dressrosa!,2016,111,7.6
74403.00,-,1,735,Zendaimimon: Taishou Fujitora Shougeki no Ketsudan!,2016,121,8.1
67404.00,1,1,736,Gekishin Hashiru: Ugokidasu Saiaku no Sedai!,2016,128,8.5
76555.00,1,1,737,Densetsu Tanjou: Kakumei Senshi Sabo no Bouken!,2016,113,8.2
75671.00,-,1,738,Kyoudai no Kizuna: Luffy Sabo Saikai Hiwa,2016,115,8.2
51012.00,4,1,739,Saikyou no Seibutsu: Yonkou - Hyakujuu no Kaidou,2016,179,8.7
85316.00,-,1,740,Fujitora Ugoku: Mugiwara no Ichimi Kanzen Houimou,2016,105,7.8
84334.00,-,1,741,Hijoujitai: Sarawareta Rebecca!,2016,107,7.8
85671.00,-,1,742,Oyako no Kizuna: Kyros to Rebecca!,2016,107,7.7
69575.00,2,1,743,Otoko no Iji: Luffy tai Fujitora Makkou Shoubu,2016,122,8.5
68802.00,2,1,744,Nigeba Nashi: Taishou Fujitora Hijou no Tsuigeki!,2016,124,8.5
62829.00,3,1,745,Kobun no Sakazuki: Kessei! Mugiwara Daisendan!,2016,142,8.5
75251.00,2,1,746,Gun'yuukakyo: Arekuruu Shinsekai no Kaibutsu-tachi,2016,116,8.2
96261.00,-,1,747,Gin no Yousai: Luffy to Barto Daibouken,2016,109,6.9
107851.00,-,1,748,Chika Meikyuu: Luffy tai Torokko Ningen,2016,101,6.5
107252.00,-,1,749,Kengi Hakunetsu: Law Zoro Tsui ni Kenzan!,2016,96,6.7
107911.00,-,1,750,Zettaizetsumei: Luffy Kyokugen no Shakunetsu Kessen,2016,95,6.7
93689.00,-,1,751,Bouken Kaimaku: Maboroshi no Shima &quot;Zou&quot; Touchaku!,2016,105,7.2
82120.00,1,1,752,Shin Shichi Bukai: Densetsu Shirohige no Musuko Toujou,2016,109,7.9
90259.00,-,1,753,Kesshi no Tozou: Kyozou no Se no Daibouken!,2016,106,7.4
95499.00,-,1,754,Sentou Kaishi: Luffy vs Mink-zoku!,2016,99,7.3
92824.00,-,1,755,Garchuu! Mugiwara no Ichimi Saishuuketsu,2016,101,7.4
95500.00,-,1,756,Hangeki Kaishi: Guruwara no Ichimi Daikatsuyaku!,2016,99,7.3
89130.00,-,1,757,Kyoui Shuurai: Hyakujuu Kaizokudan Jack!,2016,100,7.7
92463.00,-,1,758,Hiru no Ou: Inuarashi Koushaku Toujou!,2016,99,7.5
85946.00,1,1,759,Yoru no Ou: Nekomamushi no Danna Kenzan,2016,101,7.9
84987.00,1,1,760,Shuto Kaimetsu: Guruware no Ichimi Jouriku!,2016,103,7.9
90968.00,1,1,761,Limit Semaru: Mink-zoku to Ichimi no Kizuna!,2016,99,7.6
84096.00,2,1,762,Akudou Kikyou: Yonkou Big Mom no Shikaku,2016,102,8
84097.00,2,1,763,Shissou no Shinjitsu: Sanji Kyougaku no Shoutaijou,2016,102,8
80456.00,3,1,764,Yarou Domo e: Sanji Wakare no Okitegami,2016,107,8.1
95571.00,1,1,765,Nekomamushi no Danna ni Ai ni Ikou,2016,96,7.4
93486.00,-,1,766,Luffy Ketsudan: Sanji Dattai no Kiki!,2016,97,7.5
72127.00,3,1,767,Isshokusokuhatsu: Inu to Neko to Samurai!,2016,118,8.4
87640.00,-,1,768,Sanninme! Ninja Kiri no Raizou Toujou,2016,103,7.7
75205.00,-,1,769,Akai Ishi! &quot;One Piece&quot; e no Michishirube,2016,119,8.1
74109.00,2,1,770,Wano Kuni no Himitsu: Kouzuki-ke to Rekishi no Ponegliffs,2016,116,8.3
86656.00,1,1,771,Okoto no Chikai: Luffy to Kouzuki Momonosuke,2017,105,7.7
92671.00,-,1,772,Densetsu no Koukai: Inu to Neko to Kaizokuou!,2017,96,7.6
93897.00,-,1,773,Akumu Futatabi: Fujimi no Jack Kyoushuu,2017,94,7.6
87242.00,1,1,774,Zou Boueisen: Luffy to Zunesha!,2017,101,7.8
104368.00,-,1,775,Zunesha o Sukue: Mugiwara Rescue Daisakusen!,2017,87,7.2
94977.00,-,1,776,Wakare no Gezou: Sanji Dakkan no Funade!,2017,92,7.6
101005.00,-,1,777,Reverie e: Oujo Vivi to Shirahoshi-hime,2017,95,7.1
101540.00,-,1,778,Reverie e: Rebecca to Sakura Oukoku,2017,89,7.3
95604.00,-,1,779,Kaidou Futatabi: Kyoui Semaru Saiaku no Sedai!,2017,91,7.6
108112.00,-,1,780,Harapeko Sensen: Luffy to Kaigun Rookie!,2017,82,7.2
107967.00,-,1,781,Shuunen no 3 Nin: Mugiwara Ichimi Dai Chase!,2017,80,7.3
103307.00,-,1,782,Akuma no Kobushi: Kessen! Luffy tai Grant,2017,84,7.4
97503.00,-,1,783,Sanji Kikyou: Big Mom no Nawabari e!,2017,88,7.6
97504.00,1,1,784,Rei to Yon: Souguu! Germa Double Six,2017,88,7.6
82637.00,3,1,785,Moudoku no Kiki: Luffy to Reiju!,2017,100,8.2
91535.00,-,1,786,Totto Land! Yonkou Big Mom Toujou,2017,98,7.6
93283.00,-,1,787,Yonkou no Musume: Sanji no Fiancee Purin,2017,95,7.6
98851.00,-,1,788,Dai Shingeki! Kui Wazurai no Mom,2017,86,7.6
94784.00,-,1,789,Shuto Houkai!? Big Mom to Jinbee,2017,90,7.7
98263.00,-,1,790,Yonkou No Shiro: Whole Cake Island Touchaku,2017,87,7.6
102688.00,-,1,791,Okashi na Mori: Luffy tai Luffy!?,2017,85,7.4
102689.00,-,1,792,Mom no Shikaku: Luffy to Yuuwaku no Mori!,2017,85,7.4
95960.00,-,1,793,Kaiyuu Kokka: Germa no Ou Judge,2017,93,7.5
97502.00,-,1,794,Oyako Taiketsu: Judge tai Sanji!,2017,88,7.6
99005.00,-,1,795,Kyoudai na Yabou: Big Mom to Caesar,2017,88,7.5
101803.00,-,1,796,Tamashii no Kuni: Mom no Osorubeki Nouryoku!,2017,84,7.5
97319.00,-,1,797,Daikanbu! Sanshousei Cracker Toujou!,2017,86,7.7
93542.00,-,1,798,8 Oku no Teki: Luffy tai Senshu no Cracker,2017,92,7.7
88095.00,2,1,799,Zenryoku Shoubu: Gear Fourth tai Bisbis no Chikara,2017,97,7.9
89188.00,1,1,800,Ichi to Ni: Shuuketsu! Vinsmoke-ke,2017,95,7.9
91851.00,1,1,801,Onjin no Inochi: Sanji to Owner Zeff,2017,95,7.7
84061.00,2,1,802,Ikari no Sanji: Germa Double Six no Himitsu,2017,95,8.3
79038.00,3,1,803,Suteta Kako: Vinsmoke Sanji,2017,100,8.5
40918.00,24,1,804,East Blue e: Sanji Ketsui no Funade,2017,215,9.2
76201.00,2,1,805,Genkai Shoubu: Luffy to Mugen Biscuit,2017,106,8.5
65324.00,4,1,806,Manpuku no Chikara: Shin Gear Fourth Tan Man!,2017,125,8.8
57178.00,2,1,807,Kanashiki Kettou: Luffy tai Sanji (Zenpen),2017,169,8.3
18272.00,58,1,808,Kanashiki Kettou: Luffy tai Sanji (Kouhen),2017,571,9.6
72699.00,3,1,809,Fukushuu no Arashi: Ikari no Gundan Shuurai!,2017,114,8.5
71992.00,3,1,810,Bouken no Owari: Sanji Ketsui no Propose,2017,113,8.6
76202.00,3,1,811,Koko de Matsu: Luffy tai Ikari no Gundan,2017,106,8.5
76203.00,3,1,812,Chateau Sennyuu: Ubae! Road Ponegliff,2017,106,8.5
86388.00,3,1,813,Innnen no Taimen: Luffy to Big Mom!,2017,93,8.2
77832.00,3,1,814,Tamashii no Sakebi: Brook &amp; Pedro Dengeki Sakusen,2017,105,8.4
77061.00,3,1,815,Sayonara: Purin Namida no Ketsui,2017,104,8.5
73681.00,3,1,816,Hidari Me no Innen: Pedro tai Tamago-Danshaku,2017,109,8.6
37535.00,21,1,817,Shikemoku: Sanji no Kekkon Zen'ya,2017,242,9.2
71991.00,3,1,818,Fukutsu no Soul: Brook tai Big Mom,2017,113,8.6
73933.00,2,1,819,Sora no Negai: Germa no Shippaisaku Sanji,2017,111,8.5
71196.00,4,1,820,Sanji no Moto e: Luffy Gyakushuu no Dai Gekisou!,2018,115,8.6
82638.00,4,1,821,Chateau Douran: Luffy Yakusoku no Basho e,2018,100,8.2
95607.00,3,1,822,Wakare no Ketsui: Sanji to Mugiwara Bentou,2018,91,7.6
90969.00,2,1,823,Yonkou no Negaeri: Brook Kyuushutsu Daisakusen!,2018,99,7.6
82946.00,4,1,824,"The Rendezvous! Luffy, a One-on-One at His Limit!",2018,102,8.1
70449.00,4,1,825,A Liar! Luffy and Sanji!!,2018,117,8.6
86010.00,3,1,826,Sanji Comes Back! Crash! The Tea Party from Hell!,2018,96,8.1
93893.00,4,1,827,A Secret Meeting! Luffy vs. the Fire Tank Pirates!,2018,94,7.6
92912.00,2,1,828,The Deadly Pact! Luffy &amp; Bege's Allied Forces!,2018,93,7.7
98741.00,2,1,829,Luffy Engages in a Secret Maneuver! The Wedding Full of Consp...,2018,84,7.7
84773.00,3,1,830,The Family Gets Together! The Hellish Tea Party Starts!,2018,96,8.2
99531.00,3,1,831,The Broken Couple! Sanji and Pudding Enter!,2018,85,7.6
76396.00,2,1,832,A Deadly Kiss! The Mission to Assassinate the Emperor Kicks Off!,2018,103,8.6
44896.00,16,1,833,Returning the Sake Cup! The Manly Jimbei Pays His Debt!,2018,194,9.1
88031.00,3,1,834,The Mission Failed?! The Big Mom Pirates Strike Back!,2018,88,8.3
88621.00,3,1,835,"Run, Sanji! SOS! Germa 66!",2018,87,8.3
106923.00,2,1,836,Mom's Secret! The Giant's Island Elbaph and a Little Monster!,2018,77,7.5
92995.00,2,1,837,The Birth of Mom! The Day That Carmel Vanished!,2018,84,8.1
99355.00,2,1,838,The Launcher Blasts! The Moment of Big Mom's Assassination!,2018,83,7.7
101605.00,2,1,839,The Evil Army! Transform! Germa 66!,2018,82,7.6
104015.00,3,1,840,Cutting the Father-Son Relationship! Sanji and Judge!,2018,83,7.4
95723.00,3,1,841,Escape From the Tea Party! Luffy vs. Big Mom!,2018,82,8
99926.00,2,1,842,The Execution Begins! Luffy's Allied Forces Are Annihilated?!&quot;,2018,78,7.9
112998.00,2,1,843,The Chateau Collapses! The Straw Hat's Great Escape Begins!,2018,70,7.5
112204.00,3,1,844,The Spear of Elbaph! Onslaught! The Flying Big Mom!,2018,77,7.2
106098.00,2,1,845,Pudding's Determination! Ablaze! The Seducing Woods!,2018,76,7.6
106099.00,3,1,846,A Lightning Counterattack! Nami and Zeus the Thundercloud!,2018,76,7.6
104539.00,2,1,847,A Coincidental Reunion! Sanji and the Lovestruck Evil Pudding!,2018,78,7.6
107078.00,3,1,848,Save the Sunny! Fighting Bravely! Chopper and Brook!,2018,79,7.4
60994.00,8,1,849,"Before the Dawn! Pedro, the Captain of the Guardians!",2018,138,8.8
56863.00,10,1,850,"I'll Be Back! Luffy, Deadly Departure!",2018,148,8.9
87545.00,1,1,851,The Man with a Bounty of Billion! The Strongest Sweet General...,2018,91,8.2
84586.00,2,1,852,A Hard Battle Starts! Luffy vs. Katakuri!,2018,94,8.3
97320.00,1,1,853,"The Green Room! An Invincible Helmsman, Jimbei!",2018,86,7.7
89418.00,1,1,854,The Threat of the Mole! Luffy's Silent Fight!,2018,90,8.1
93882.00,1,1,855,The End of the Deadly Battle?! Katakuri's Awakening in Anger!,2018,87,7.9
51718.00,8,1,856,The Forbidden Secret! Katakuri's Merienda!,2018,168,8.9
90671.00,2,1,857,Luffy Fights Back! The Invincible Katakuri's Weak Point!,2018,90,8
101800.00,1,1,858,Another Crisis! Gear Four vs. Unstoppable Donuts!,2018,84,7.5
110526.00,1,1,859,"The Rebellious Daughter, Chiffon! Sanji's Big Plan for Transp...",2018,79,7.2
103867.00,1,1,860,The Cake Sank?! Sanji and Bege's Getaway Battle!,2018,81,7.5
110308.00,1,1,861,The Cake Sank?! Sanji and Bege's Getaway Battle!,2018,77,7.3
72698.00,4,1,862,Sulong! Carrot's Big Mystic Transformation!,2018,114,8.5
103868.00,1,1,863,Break Through! The Straw Hat's Mighty Sea Battle!,2018,81,7.5
96708.00,1,1,864,Finally Clash - Yonko VS Straw Hat Crew,2018,87,7.7
96569.00,1,1,865,Dark King's Direct Precepts! The Battle Against Katakuri Turn...,2018,85,7.8
103303.00,1,1,866,"Finally He Returns! Sanji, the Man Who'll Stop the Emperor of...",2018,84,7.4
81376.00,3,1,867,Lurking in the Darkness! An Assassin Targeting Luffy!,2019,105,8.1
37048.00,22,1,868,One Man's Determination! Katakuri's Deadly Big Fight!,2019,252,9.1
61971.00,6,1,869,Wake Up! The Color of Observation Able to Top the Strongest!,2019,135,8.8
15729.00,80,1,870,A Fist of Divine Speed! Another Gear Four Application Activated!,2019,683,9.5
56862.00,12,1,871,Finally Concluded - An Outcome of the Fierce Battle with Kata...,2019,148,8.9
88272.00,1,1,872,A Desperate Situation! The Iron-Tight Entrapment of Luffy!,2019,92,8.1
86319.00,1,1,873,Pulling Back from the Brink! The Formidable Reinforcements - ...,2019,91,8.3
96457.00,1,1,874,The Last Hope! The Sun Pirates Emerge!,2019,83,7.9
87269.00,3,1,875,A Fascinating Taste - Sanji's Cake of Happiness,2019,96,8
84584.00,1,1,876,"The Man of Humanity and Justice - Jinbe, a Desperate Massive ...",2019,94,8.3
38952.00,20,1,877,Time for Farewell! Pudding's One Last Request!,2019,235,9.1
81085.00,1,1,878,The World in Shock! The Fifth Emperor of the Sea Arrives!,2019,114,7.8
99319.00,1,1,879,To the Levely! Gathering of the Straw Hat Allies!,2019,95,7.2
91492.00,3,1,880,Sabo Goes into Action! All the Captains of the Revolutionary ...,2019,98,7.6
116089.00,5,1,881,Going into Action! The Implacable New Admiral of the Fleet - ...,2019,120,5.6
110806.00,3,1,882,The Paramount War! The Inherited Will of the King of the Pira...,2019,113,6
110797.00,2,1,883,One Step Ahead of the Dream - Shirahoshi's Path to the Sun!,2019,106,6.2
108150.00,2,1,884,I Miss Him! Vivi and Rebecca's Sentiments!,2019,107,6.3
92212.00,2,1,885,In the Dark Recesses of the Holyland! A Mysterious Giant Stra...,2019,114,7
93460.00,3,1,886,The Uproarious Holy Land - Princess Shirahoshi is being targe...,2019,118,6.8
66430.00,3,1,887,On the Verge - The Two Yonko Targeting Luffy,2019,144,8.1
78078.00,3,1,888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,2019,121,7.8
88321.00,3,1,889,"Finally, It Starts! The Conspiracy-filled Reverie!",2019,110,7.4
99853.00,1,1,890,Marco! The Keeper of Whitebeard's Last Memento!,2019,94,7.2
57213.00,3,1,891,Climbing Up a Waterfall! A Great Journey Through the Land of ...,2019,161,8.5
29288.00,29,1,892,Wano Country! To the Land of Dancing Sakura and Samurai,2019,340,9.2
51888.00,5,1,893,Otama Appears! Luffy vs. Kaido's Army!,2019,171,8.8
51654.00,6,1,894,He'll Come! The Legend of Ace in the Land of Wano!,2019,172,8.8
117329.00,-,1,895,"Side Story! The World's Greatest Bounty Hunter, Cidre!",2019,96,6.2
126450.00,1,1,896,Side Story! Clash! Luffy vs. the King of Carbonation!,2019,91,6
61848.00,3,1,897,"Save Otama! Straw Hat, Bounding through the Wasteland!",2019,145,8.5
66406.00,3,1,898,The Headliner! Hawkings the Magician Appears!,2019,134,8.4
48195.00,12,1,899,Defeat is Inevitable! The Strawman's Fierce Attack!,2019,185,8.9
71027.00,4,1,900,The Greatest Day of My Life! Otama and Her Sweet Red-bean Soup!,2019,121,8.4
87971.00,2,1,901,Entering Enemy Territory! The Protagonists Spread into the To...,2019,105,7.6
